run_time,best_model,best_avg_f1,best_avg_precision,best_avg_recall,best_avg_auc,global_deploy_threshold,recall_floor_for_threshold,rows,districts,model_file,leaderboard_file,fold_file,district_file,threshold_grid_file
2026-05-04 11:24:59,grad_boost_v4,0.8007750697674136,0.7670672845874827,0.8439862752478756,0.9882603183505608,0.38,0.82,75555,23,d:\Rajasthan Climate Risk Command System\models\heatwave_model_step14_stronger.joblib,d:\Rajasthan Climate Risk Command System\docs\step14_model_leaderboard_v4.csv,d:\Rajasthan Climate Risk Command System\docs\step14_backtest_by_year_v4.csv,d:\Rajasthan Climate Risk Command System\docs\step14_district_metrics_best_v4.csv,d:\Rajasthan Climate Risk Command System\docs\step14_threshold_grid_best_v4.csv
