run_time,best_model,best_avg_f1,best_avg_recall,best_avg_precision,best_avg_auc,best_threshold_median,rows,districts,model_file,leaderboard_file,fold_file,district_file
2026-05-04 09:33:48,grad_boost,0.7872888412018388,0.9105054195381553,0.6999992563435626,0.9882194484271185,0.2,75555,23,d:\Rajasthan Climate Risk Command System\models\heatwave_model_step13_strong.joblib,d:\Rajasthan Climate Risk Command System\docs\step13_model_leaderboard_v3.csv,d:\Rajasthan Climate Risk Command System\docs\step13_backtest_by_year_v3.csv,d:\Rajasthan Climate Risk Command System\docs\step13_district_metrics_best_v3.csv
