date,district,rain_mm,tmax_c,tmin_c,sunrise,sunset,sunrise_local,sunset_local,tavg_c
2026-08-02,Ajmer,8.6,30.3,24.7,2026-08-02T05:57,2026-08-02T19:18,05:57 AM,07:18 PM,27.5
2026-08-03,Ajmer,3.6,29.7,24.8,2026-08-03T05:57,2026-08-03T19:17,05:57 AM,07:17 PM,27.25
2026-08-02,Alwar,1.7,32.7,26.4,2026-08-02T05:47,2026-08-02T19:12,05:47 AM,07:12 PM,29.55
2026-08-03,Alwar,35.4,28.8,26.3,2026-08-03T05:48,2026-08-03T19:11,05:48 AM,07:11 PM,27.55
2026-08-02,Banswara,3.6,30.5,25.0,2026-08-02T06:02,2026-08-02T19:14,06:02 AM,07:14 PM,27.75
2026-08-03,Banswara,6.3,31.0,24.7,2026-08-03T06:02,2026-08-03T19:13,06:02 AM,07:13 PM,27.85
2026-08-02,Barmer,11.4,31.9,26.8,2026-08-02T06:11,2026-08-02T19:30,06:11 AM,07:30 PM,29.35
2026-08-03,Barmer,7.4,33.9,24.9,2026-08-03T06:11,2026-08-03T19:29,06:11 AM,07:29 PM,29.4
2026-08-02,Bhilwara,7.3,30.0,25.3,2026-08-02T05:59,2026-08-02T19:16,05:59 AM,07:16 PM,27.65
2026-08-03,Bhilwara,3.4,31.5,25.0,2026-08-03T05:59,2026-08-03T19:15,05:59 AM,07:15 PM,28.25
2026-08-02,Bikaner,7.8,34.6,28.4,2026-08-02T05:59,2026-08-02T19:26,05:59 AM,07:26 PM,31.5
2026-08-03,Bikaner,3.7,33.0,27.0,2026-08-03T06:00,2026-08-03T19:25,06:00 AM,07:25 PM,30.0
2026-08-02,Bundi,5.7,31.9,26.2,2026-08-02T05:54,2026-08-02T19:12,05:54 AM,07:12 PM,29.049999999999997
2026-08-03,Bundi,6.4,30.9,26.4,2026-08-03T05:55,2026-08-03T19:11,05:55 AM,07:11 PM,28.65
2026-08-02,Chittaurgarh,6.7,30.4,25.2,2026-08-02T05:59,2026-08-02T19:15,05:59 AM,07:15 PM,27.799999999999997
2026-08-03,Chittaurgarh,2.3,31.3,25.1,2026-08-03T06:00,2026-08-03T19:15,06:00 AM,07:15 PM,28.200000000000003
2026-08-02,Churu,0.7,34.7,26.9,2026-08-02T05:52,2026-08-02T19:19,05:52 AM,07:19 PM,30.8
2026-08-03,Churu,12.5,34.0,27.4,2026-08-03T05:53,2026-08-03T19:19,05:53 AM,07:19 PM,30.7
2026-08-02,Dhaulpur,1.2,33.7,27.9,2026-08-02T05:43,2026-08-02T19:05,05:43 AM,07:05 PM,30.8
