date,district,rain_mm,tmax_c,tmin_c,sunrise,sunset,sunrise_local,sunset_local,tavg_c
2026-07-02,Ajmer,4.1,35.6,23.9,2026-07-02T05:42,2026-07-02T19:28,05:42 AM,07:28 PM,29.75
2026-07-03,Ajmer,4.3,35.9,26.1,2026-07-03T05:42,2026-07-03T19:28,05:42 AM,07:28 PM,31.0
2026-07-02,Alwar,37.5,32.0,25.3,2026-07-02T05:32,2026-07-02T19:23,05:32 AM,07:23 PM,28.65
2026-07-03,Alwar,10.7,34.7,25.3,2026-07-03T05:32,2026-07-03T19:22,05:32 AM,07:22 PM,30.0
2026-07-02,Banswara,2.2,34.8,26.6,2026-07-02T05:49,2026-07-02T19:23,05:49 AM,07:23 PM,30.7
2026-07-03,Banswara,6.9,33.5,26.1,2026-07-03T05:49,2026-07-03T19:23,05:49 AM,07:23 PM,29.8
2026-07-02,Barmer,0.0,39.3,29.5,2026-07-02T05:57,2026-07-02T19:40,05:57 AM,07:40 PM,34.4
2026-07-03,Barmer,0.0,39.7,29.7,2026-07-03T05:57,2026-07-03T19:39,05:57 AM,07:39 PM,34.7
2026-07-02,Bhilwara,1.1,34.3,27.2,2026-07-02T05:45,2026-07-02T19:26,05:45 AM,07:26 PM,30.75
2026-07-03,Bhilwara,6.5,35.4,25.6,2026-07-03T05:45,2026-07-03T19:26,05:45 AM,07:26 PM,30.5
2026-07-02,Bikaner,2.2,41.6,30.7,2026-07-02T05:44,2026-07-02T19:37,05:44 AM,07:37 PM,36.15
2026-07-03,Bikaner,3.1,40.3,27.3,2026-07-03T05:44,2026-07-03T19:37,05:44 AM,07:37 PM,33.8
2026-07-02,Bundi,5.6,33.7,25.7,2026-07-02T05:40,2026-07-02T19:22,05:40 AM,07:22 PM,29.700000000000003
2026-07-03,Bundi,25.1,35.3,26.2,2026-07-03T05:40,2026-07-03T19:22,05:40 AM,07:22 PM,30.75
2026-07-02,Chittaurgarh,0.3,35.0,27.2,2026-07-02T05:45,2026-07-02T19:25,05:45 AM,07:25 PM,31.1
2026-07-03,Chittaurgarh,3.8,35.6,25.9,2026-07-03T05:46,2026-07-03T19:25,05:46 AM,07:25 PM,30.75
2026-07-02,Churu,1.1,39.7,25.4,2026-07-02T05:36,2026-07-02T19:31,05:36 AM,07:31 PM,32.55
2026-07-03,Churu,0.9,38.4,28.5,2026-07-03T05:37,2026-07-03T19:31,05:37 AM,07:31 PM,33.45
2026-07-02,Dhaulpur,5.6,34.1,26.6,2026-07-02T05:29,2026-07-02T19:16,05:29 AM,07:16 PM,30.35
2026-07-03,Dhaulpur,1.2,34.4,28.7,2026-07-03T05:29,2026-07-03T19:16,05:29 AM,07:16 PM,31.549999999999997
2026-07-02,Ganganagar,0.2,40.5,28.1,2026-07-02T05:37,2026-07-02T19:39,05:37 AM,07:39 PM,34.3
2026-07-03,Ganganagar,1.1,38.6,29.1,2026-07-03T05:38,2026-07-03T19:39,05:38 AM,07:39 PM,33.85
2026-07-02,Hanumangarh,0.1,38.6,30.0,2026-07-02T05:36,2026-07-02T19:36,05:36 AM,07:36 PM,34.3
2026-07-03,Hanumangarh,0.8,37.7,29.4,2026-07-03T05:36,2026-07-03T19:36,05:36 AM,07:36 PM,33.55
2026-07-02,Jaipur,13.3,32.6,24.4,2026-07-02T05:36,2026-07-02T19:24,05:36 AM,07:24 PM,28.5
2026-07-03,Jaipur,2.0,36.8,26.0,2026-07-03T05:37,2026-07-03T19:24,05:37 AM,07:24 PM,31.4
2026-07-02,Jaisalmer,0.0,40.0,29.2,2026-07-02T05:56,2026-07-02T19:44,05:56 AM,07:44 PM,34.6
2026-07-03,Jaisalmer,0.0,39.9,29.2,2026-07-03T05:56,2026-07-03T19:44,05:56 AM,07:44 PM,34.55
2026-07-02,Jhalawar,4.7,33.2,26.5,2026-07-02T05:40,2026-07-02T19:18,05:40 AM,07:18 PM,29.85
2026-07-03,Jhalawar,21.7,34.4,25.0,2026-07-03T05:40,2026-07-03T19:18,05:40 AM,07:18 PM,29.7
2026-07-02,Jodhpur,0.3,39.7,31.1,2026-07-02T05:49,2026-07-02T19:34,05:49 AM,07:34 PM,35.400000000000006
2026-07-03,Jodhpur,2.1,40.1,30.8,2026-07-03T05:49,2026-07-03T19:34,05:49 AM,07:34 PM,35.45
2026-07-02,Kota,3.5,33.5,26.6,2026-07-02T05:40,2026-07-02T19:20,05:40 AM,07:20 PM,30.05
2026-07-03,Kota,14.6,34.7,26.0,2026-07-03T05:40,2026-07-03T19:20,05:40 AM,07:20 PM,30.35
2026-07-02,Nagaur,5.6,39.2,28.6,2026-07-02T05:44,2026-07-02T19:33,05:44 AM,07:33 PM,33.900000000000006
2026-07-03,Nagaur,4.3,40.5,26.5,2026-07-03T05:44,2026-07-03T19:33,05:44 AM,07:33 PM,33.5
2026-07-02,Pali,0.4,39.3,30.9,2026-07-02T05:49,2026-07-02T19:32,05:49 AM,07:32 PM,35.099999999999994
2026-07-03,Pali,2.6,38.9,29.9,2026-07-03T05:49,2026-07-03T19:32,05:49 AM,07:32 PM,34.4
2026-07-02,Sawai Madhopur,3.3,33.6,26.0,2026-07-02T05:36,2026-07-02T19:20,05:36 AM,07:20 PM,29.8
2026-07-03,Sawai Madhopur,18.7,35.9,26.2,2026-07-03T05:37,2026-07-03T19:20,05:37 AM,07:20 PM,31.049999999999997
2026-07-02,Sikar,0.8,36.3,26.2,2026-07-02T05:37,2026-07-02T19:28,05:37 AM,07:28 PM,31.25
2026-07-03,Sikar,0.7,36.7,27.2,2026-07-03T05:38,2026-07-03T19:28,05:38 AM,07:28 PM,31.950000000000003
2026-07-02,Sirohi,0.0,36.7,29.5,2026-07-02T05:52,2026-07-02T19:32,05:52 AM,07:32 PM,33.1
2026-07-03,Sirohi,6.1,36.9,26.8,2026-07-03T05:53,2026-07-03T19:32,05:53 AM,07:32 PM,31.85
2026-07-02,Udaipur,2.3,31.8,24.9,2026-07-02T05:50,2026-07-02T19:28,05:50 AM,07:28 PM,28.35
2026-07-03,Udaipur,11.3,32.6,24.1,2026-07-03T05:50,2026-07-03T19:28,05:50 AM,07:28 PM,28.35
