date,district,rain_mm,tmax_c,tmin_c,sunrise,sunset,sunrise_local,sunset_local,tavg_c
2026-06-09,Ajmer,0.0,37.5,28.5,2026-06-09T05:37,2026-06-09T19:23,05:37 AM,07:23 PM,33.0
2026-06-10,Ajmer,0.0,37.2,27.9,2026-06-10T05:37,2026-06-10T19:23,05:37 AM,07:23 PM,32.55
2026-06-09,Alwar,0.0,40.7,28.9,2026-06-09T05:27,2026-06-09T19:18,05:27 AM,07:18 PM,34.8
2026-06-10,Alwar,0.1,40.2,30.4,2026-06-10T05:27,2026-06-10T19:18,05:27 AM,07:18 PM,35.3
2026-06-09,Banswara,0.1,37.8,28.5,2026-06-09T05:44,2026-06-09T19:18,05:44 AM,07:18 PM,33.15
2026-06-10,Banswara,0.0,37.8,28.5,2026-06-10T05:44,2026-06-10T19:18,05:44 AM,07:18 PM,33.15
2026-06-09,Barmer,0.0,39.4,27.9,2026-06-09T05:52,2026-06-09T19:35,05:52 AM,07:35 PM,33.65
2026-06-10,Barmer,0.0,40.2,27.1,2026-06-10T05:52,2026-06-10T19:35,05:52 AM,07:35 PM,33.650000000000006
2026-06-09,Bhilwara,0.0,39.0,28.3,2026-06-09T05:40,2026-06-09T19:21,05:40 AM,07:21 PM,33.65
2026-06-10,Bhilwara,0.0,37.8,27.7,2026-06-10T05:40,2026-06-10T19:21,05:40 AM,07:21 PM,32.75
2026-06-09,Bikaner,0.0,43.3,32.9,2026-06-09T05:39,2026-06-09T19:32,05:39 AM,07:32 PM,38.099999999999994
2026-06-10,Bikaner,0.0,43.3,31.8,2026-06-10T05:39,2026-06-10T19:32,05:39 AM,07:32 PM,37.55
2026-06-09,Bundi,0.0,41.0,30.7,2026-06-09T05:36,2026-06-09T19:17,05:36 AM,07:17 PM,35.85
2026-06-10,Bundi,0.0,40.0,29.4,2026-06-10T05:36,2026-06-10T19:17,05:36 AM,07:17 PM,34.7
2026-06-09,Chittaurgarh,0.0,37.5,27.7,2026-06-09T05:41,2026-06-09T19:20,05:41 AM,07:20 PM,32.6
2026-06-10,Chittaurgarh,0.0,36.9,27.1,2026-06-10T05:41,2026-06-10T19:20,05:41 AM,07:20 PM,32.0
2026-06-09,Churu,0.0,41.2,30.6,2026-06-09T05:32,2026-06-09T19:26,05:32 AM,07:26 PM,35.900000000000006
2026-06-10,Churu,0.0,41.0,30.0,2026-06-10T05:32,2026-06-10T19:26,05:32 AM,07:26 PM,35.5
2026-06-09,Dhaulpur,0.0,41.9,30.9,2026-06-09T05:24,2026-06-09T19:11,05:24 AM,07:11 PM,36.4
2026-06-10,Dhaulpur,0.0,41.5,30.8,2026-06-10T05:24,2026-06-10T19:11,05:24 AM,07:11 PM,36.15
2026-06-09,Ganganagar,0.2,43.3,29.5,2026-06-09T05:33,2026-06-09T19:34,05:33 AM,07:34 PM,36.4
2026-06-10,Ganganagar,0.0,42.9,31.0,2026-06-10T05:33,2026-06-10T19:34,05:33 AM,07:34 PM,36.95
2026-06-09,Hanumangarh,0.7,42.5,29.4,2026-06-09T05:31,2026-06-09T19:31,05:31 AM,07:31 PM,35.95
2026-06-10,Hanumangarh,0.0,42.1,32.1,2026-06-10T05:31,2026-06-10T19:32,05:31 AM,07:32 PM,37.1
2026-06-09,Jaipur,0.0,41.0,31.0,2026-06-09T05:32,2026-06-09T19:19,05:32 AM,07:19 PM,36.0
2026-06-10,Jaipur,0.0,40.6,29.8,2026-06-10T05:32,2026-06-10T19:20,05:32 AM,07:20 PM,35.2
2026-06-09,Jaisalmer,0.0,41.1,28.9,2026-06-09T05:51,2026-06-09T19:39,05:51 AM,07:39 PM,35.0
2026-06-10,Jaisalmer,0.0,41.3,27.8,2026-06-10T05:51,2026-06-10T19:39,05:51 AM,07:39 PM,34.55
2026-06-09,Jhalawar,0.0,40.2,29.1,2026-06-09T05:35,2026-06-09T19:13,05:35 AM,07:13 PM,34.650000000000006
2026-06-10,Jhalawar,0.0,39.2,28.5,2026-06-10T05:36,2026-06-10T19:13,05:36 AM,07:13 PM,33.85
2026-06-09,Jodhpur,0.0,39.9,30.7,2026-06-09T05:44,2026-06-09T19:29,05:44 AM,07:29 PM,35.3
2026-06-10,Jodhpur,0.0,39.9,29.5,2026-06-10T05:44,2026-06-10T19:29,05:44 AM,07:29 PM,34.7
2026-06-09,Kota,0.0,41.4,30.5,2026-06-09T05:35,2026-06-09T19:15,05:35 AM,07:15 PM,35.95
2026-06-10,Kota,0.0,40.3,29.5,2026-06-10T05:35,2026-06-10T19:16,05:35 AM,07:16 PM,34.9
2026-06-09,Nagaur,0.0,40.5,30.9,2026-06-09T05:39,2026-06-09T19:28,05:39 AM,07:28 PM,35.7
2026-06-10,Nagaur,0.0,40.1,30.3,2026-06-10T05:39,2026-06-10T19:28,05:39 AM,07:28 PM,35.2
2026-06-09,Pali,0.0,40.0,30.2,2026-06-09T05:44,2026-06-09T19:27,05:44 AM,07:27 PM,35.1
2026-06-10,Pali,0.0,39.9,29.6,2026-06-10T05:44,2026-06-10T19:27,05:44 AM,07:27 PM,34.75
