date,district,rain_mm,tmax_c,tmin_c,sunrise,sunset,sunrise_local,sunset_local,tavg_c
2026-08-17,Ajmer,0.3,29.6,24.4,2026-08-17T06:04,2026-08-17T19:06,06:04 AM,07:06 PM,27.0
2026-08-18,Ajmer,0.0,29.9,23.8,2026-08-18T06:04,2026-08-18T19:05,06:04 AM,07:05 PM,26.85
2026-08-17,Alwar,0.7,33.5,27.8,2026-08-17T05:55,2026-08-17T19:00,05:55 AM,07:00 PM,30.65
2026-08-18,Alwar,1.2,33.3,26.3,2026-08-18T05:55,2026-08-18T18:59,05:55 AM,06:59 PM,29.799999999999997
2026-08-17,Banswara,3.2,29.9,24.1,2026-08-17T06:08,2026-08-17T19:03,06:08 AM,07:03 PM,27.0
2026-08-18,Banswara,7.8,29.8,24.1,2026-08-18T06:09,2026-08-18T19:03,06:09 AM,07:03 PM,26.950000000000003
2026-08-17,Barmer,0.2,34.3,25.5,2026-08-17T06:18,2026-08-17T19:18,06:18 AM,07:18 PM,29.9
2026-08-18,Barmer,0.0,34.0,24.9,2026-08-18T06:18,2026-08-18T19:17,06:18 AM,07:17 PM,29.45
2026-08-17,Bhilwara,0.1,31.1,24.7,2026-08-17T06:05,2026-08-17T19:05,06:05 AM,07:05 PM,27.9
2026-08-18,Bhilwara,0.0,31.0,23.8,2026-08-18T06:06,2026-08-18T19:04,06:06 AM,07:04 PM,27.4
2026-08-17,Bikaner,0.0,34.9,27.5,2026-08-17T06:07,2026-08-17T19:13,06:07 AM,07:13 PM,31.2
2026-08-18,Bikaner,0.0,34.8,26.5,2026-08-18T06:08,2026-08-18T19:12,06:08 AM,07:12 PM,30.65
2026-08-17,Bundi,0.9,32.3,26.1,2026-08-17T06:01,2026-08-17T19:01,06:01 AM,07:01 PM,29.2
2026-08-18,Bundi,0.0,32.1,25.8,2026-08-18T06:02,2026-08-18T19:00,06:02 AM,07:00 PM,28.950000000000003
2026-08-17,Chittaurgarh,1.6,30.1,24.1,2026-08-17T06:06,2026-08-17T19:04,06:06 AM,07:04 PM,27.1
2026-08-18,Chittaurgarh,0.0,29.6,23.7,2026-08-18T06:06,2026-08-18T19:03,06:06 AM,07:03 PM,26.65
2026-08-17,Churu,0.0,33.3,27.2,2026-08-17T06:00,2026-08-17T19:07,06:00 AM,07:07 PM,30.25
2026-08-18,Churu,0.0,34.4,26.5,2026-08-18T06:01,2026-08-18T19:06,06:01 AM,07:06 PM,30.45
2026-08-17,Dhaulpur,0.1,32.9,28.0,2026-08-17T05:51,2026-08-17T18:53,05:51 AM,06:53 PM,30.45
2026-08-18,Dhaulpur,0.9,34.0,27.6,2026-08-18T05:51,2026-08-18T18:53,05:51 AM,06:53 PM,30.8
2026-08-17,Ganganagar,0.0,36.6,30.0,2026-08-17T06:03,2026-08-17T19:14,06:03 AM,07:14 PM,33.3
2026-08-18,Ganganagar,0.0,36.6,28.7,2026-08-18T06:03,2026-08-18T19:13,06:03 AM,07:13 PM,32.65
2026-08-17,Hanumangarh,0.0,35.3,29.6,2026-08-17T06:01,2026-08-17T19:11,06:01 AM,07:11 PM,32.45
2026-08-18,Hanumangarh,0.0,35.5,28.1,2026-08-18T06:02,2026-08-18T19:10,06:02 AM,07:10 PM,31.8
2026-08-17,Jaipur,0.0,31.4,26.2,2026-08-17T05:59,2026-08-17T19:02,05:59 AM,07:02 PM,28.799999999999997
2026-08-18,Jaipur,0.0,31.5,25.0,2026-08-18T05:59,2026-08-18T19:01,05:59 AM,07:01 PM,28.25
2026-08-17,Jaisalmer,0.0,32.8,25.2,2026-08-17T06:18,2026-08-17T19:21,06:18 AM,07:21 PM,29.0
2026-08-18,Jaisalmer,0.0,32.7,24.6,2026-08-18T06:19,2026-08-18T19:21,06:19 AM,07:21 PM,28.650000000000002
