date,district,rain_mm,tmax_c,tmin_c,sunrise,sunset,sunrise_local,sunset_local,tavg_c
2026-07-12,Ajmer,0.0,32.1,25.5,2026-07-12T05:46,2026-07-12T19:27,05:46 AM,07:27 PM,28.8
2026-07-13,Ajmer,0.0,32.6,25.0,2026-07-13T05:47,2026-07-13T19:27,05:47 AM,07:27 PM,28.8
2026-07-12,Alwar,0.0,35.8,28.8,2026-07-12T05:36,2026-07-12T19:21,05:36 AM,07:21 PM,32.3
2026-07-13,Alwar,0.7,35.4,27.7,2026-07-13T05:37,2026-07-13T19:21,05:37 AM,07:21 PM,31.549999999999997
2026-07-12,Banswara,0.3,33.3,26.0,2026-07-12T05:53,2026-07-12T19:22,05:53 AM,07:22 PM,29.65
2026-07-13,Banswara,0.7,33.3,25.9,2026-07-13T05:53,2026-07-13T19:22,05:53 AM,07:22 PM,29.599999999999998
2026-07-12,Barmer,0.0,38.1,26.6,2026-07-12T06:01,2026-07-12T19:39,06:01 AM,07:39 PM,32.35
2026-07-13,Barmer,0.0,37.7,26.5,2026-07-13T06:01,2026-07-13T19:38,06:01 AM,07:38 PM,32.1
2026-07-12,Bhilwara,0.0,34.6,25.3,2026-07-12T05:49,2026-07-12T19:25,05:49 AM,07:25 PM,29.950000000000003
2026-07-13,Bhilwara,0.0,33.9,25.8,2026-07-13T05:49,2026-07-13T19:25,05:49 AM,07:25 PM,29.85
2026-07-12,Bikaner,0.0,38.1,28.2,2026-07-12T05:48,2026-07-12T19:35,05:48 AM,07:35 PM,33.15
2026-07-13,Bikaner,0.2,38.8,29.3,2026-07-13T05:49,2026-07-13T19:35,05:49 AM,07:35 PM,34.05
2026-07-12,Bundi,0.0,35.1,27.1,2026-07-12T05:44,2026-07-12T19:21,05:44 AM,07:21 PM,31.1
2026-07-13,Bundi,0.0,34.8,27.9,2026-07-13T05:45,2026-07-13T19:20,05:45 AM,07:20 PM,31.349999999999998
2026-07-12,Chittaurgarh,0.0,32.8,25.3,2026-07-12T05:49,2026-07-12T19:24,05:49 AM,07:24 PM,29.049999999999997
2026-07-13,Chittaurgarh,0.1,33.4,25.7,2026-07-13T05:50,2026-07-13T19:24,05:50 AM,07:24 PM,29.549999999999997
2026-07-12,Churu,0.0,36.5,29.0,2026-07-12T05:41,2026-07-12T19:29,05:41 AM,07:29 PM,32.75
2026-07-13,Churu,3.3,37.4,26.8,2026-07-13T05:41,2026-07-13T19:29,05:41 AM,07:29 PM,32.1
2026-07-12,Dhaulpur,0.0,36.1,29.9,2026-07-12T05:33,2026-07-12T19:14,05:33 AM,07:14 PM,33.0
2026-07-13,Dhaulpur,0.0,36.0,29.1,2026-07-13T05:33,2026-07-13T19:14,05:33 AM,07:14 PM,32.55
2026-07-12,Ganganagar,1.2,37.9,32.0,2026-07-12T05:42,2026-07-12T19:38,05:42 AM,07:38 PM,34.95
2026-07-13,Ganganagar,0.6,37.9,26.6,2026-07-13T05:42,2026-07-13T19:37,05:42 AM,07:37 PM,32.25
2026-07-12,Hanumangarh,0.2,37.4,31.5,2026-07-12T05:41,2026-07-12T19:35,05:41 AM,07:35 PM,34.45
2026-07-13,Hanumangarh,0.1,37.5,30.4,2026-07-13T05:41,2026-07-13T19:34,05:41 AM,07:34 PM,33.95
2026-07-12,Jaipur,0.0,33.9,26.8,2026-07-12T05:41,2026-07-12T19:23,05:41 AM,07:23 PM,30.35
2026-07-13,Jaipur,0.9,34.3,27.0,2026-07-13T05:41,2026-07-13T19:23,05:41 AM,07:23 PM,30.65
2026-07-12,Jaisalmer,0.0,38.2,27.1,2026-07-12T06:00,2026-07-12T19:43,06:00 AM,07:43 PM,32.650000000000006
2026-07-13,Jaisalmer,0.0,38.1,26.8,2026-07-13T06:01,2026-07-13T19:42,06:01 AM,07:42 PM,32.45
2026-07-12,Jhalawar,0.0,33.5,27.0,2026-07-12T05:44,2026-07-12T19:17,05:44 AM,07:17 PM,30.25
2026-07-13,Jhalawar,0.0,33.2,26.3,2026-07-13T05:45,2026-07-13T19:17,05:45 AM,07:17 PM,29.75
2026-07-12,Jodhpur,0.3,36.3,27.4,2026-07-12T05:53,2026-07-12T19:33,05:53 AM,07:33 PM,31.849999999999998
2026-07-13,Jodhpur,0.1,36.5,27.2,2026-07-13T05:54,2026-07-13T19:33,05:54 AM,07:33 PM,31.85
2026-07-12,Kota,0.0,34.9,27.5,2026-07-12T05:44,2026-07-12T19:19,05:44 AM,07:19 PM,31.2
2026-07-13,Kota,0.0,34.7,27.4,2026-07-13T05:44,2026-07-13T19:19,05:44 AM,07:19 PM,31.05
2026-07-12,Nagaur,0.0,34.8,27.5,2026-07-12T05:48,2026-07-12T19:32,05:48 AM,07:32 PM,31.15
2026-07-13,Nagaur,0.0,36.9,27.6,2026-07-13T05:49,2026-07-13T19:32,05:49 AM,07:32 PM,32.25
2026-07-12,Pali,0.0,36.9,27.5,2026-07-12T05:53,2026-07-12T19:31,05:53 AM,07:31 PM,32.2
2026-07-13,Pali,0.0,36.5,27.1,2026-07-13T05:53,2026-07-13T19:31,05:53 AM,07:31 PM,31.8
2026-07-12,Sawai Madhopur,0.0,35.5,28.1,2026-07-12T05:40,2026-07-12T19:19,05:40 AM,07:19 PM,31.8
2026-07-13,Sawai Madhopur,0.0,34.7,28.1,2026-07-13T05:41,2026-07-13T19:19,05:41 AM,07:19 PM,31.400000000000002
2026-07-12,Sikar,0.0,33.8,26.9,2026-07-12T05:42,2026-07-12T19:27,05:42 AM,07:27 PM,30.349999999999998
2026-07-13,Sikar,0.2,34.0,27.1,2026-07-13T05:42,2026-07-13T19:27,05:42 AM,07:27 PM,30.55
2026-07-12,Sirohi,0.0,35.7,25.8,2026-07-12T05:56,2026-07-12T19:31,05:56 AM,07:31 PM,30.75
2026-07-13,Sirohi,0.0,35.6,25.8,2026-07-13T05:57,2026-07-13T19:31,05:57 AM,07:31 PM,30.700000000000003
2026-07-12,Udaipur,0.0,31.2,22.8,2026-07-12T05:54,2026-07-12T19:27,05:54 AM,07:27 PM,27.0
