date,district,rain_mm,tmax_c,tmin_c,sunrise,sunset,sunrise_local,sunset_local,tavg_c
2026-06-21,Ajmer,0.5,34.3,26.8,2026-06-21T05:39,2026-06-21T19:27,05:39 AM,07:27 PM,30.549999999999997
2026-06-22,Ajmer,0.3,34.3,27.4,2026-06-22T05:39,2026-06-22T19:27,05:39 AM,07:27 PM,30.849999999999998
2026-06-21,Alwar,0.8,37.0,28.1,2026-06-21T05:28,2026-06-21T19:21,05:28 AM,07:21 PM,32.55
2026-06-22,Alwar,6.4,37.6,25.0,2026-06-22T05:29,2026-06-22T19:22,05:29 AM,07:22 PM,31.3
2026-06-21,Banswara,0.1,36.1,27.9,2026-06-21T05:46,2026-06-21T19:21,05:46 AM,07:21 PM,32.0
2026-06-22,Banswara,0.9,35.9,27.3,2026-06-22T05:46,2026-06-22T19:21,05:46 AM,07:21 PM,31.6
2026-06-21,Barmer,0.0,38.3,27.5,2026-06-21T05:53,2026-06-21T19:38,05:53 AM,07:38 PM,32.9
2026-06-22,Barmer,0.0,38.1,27.2,2026-06-22T05:54,2026-06-22T19:38,05:54 AM,07:38 PM,32.65
2026-06-21,Bhilwara,0.1,36.0,25.6,2026-06-21T05:41,2026-06-21T19:24,05:41 AM,07:24 PM,30.8
2026-06-22,Bhilwara,0.0,36.1,26.7,2026-06-22T05:42,2026-06-22T19:25,05:42 AM,07:25 PM,31.4
2026-06-21,Bikaner,0.5,39.3,28.5,2026-06-21T05:40,2026-06-21T19:35,05:40 AM,07:35 PM,33.9
2026-06-22,Bikaner,3.5,38.6,25.9,2026-06-22T05:41,2026-06-22T19:36,05:41 AM,07:36 PM,32.25
2026-06-21,Bundi,2.2,37.0,24.7,2026-06-21T05:37,2026-06-21T19:20,05:37 AM,07:20 PM,30.85
2026-06-22,Bundi,0.0,37.5,28.4,2026-06-22T05:37,2026-06-22T19:20,05:37 AM,07:20 PM,32.95
2026-06-21,Chittaurgarh,0.0,35.1,25.7,2026-06-21T05:42,2026-06-21T19:23,05:42 AM,07:23 PM,30.4
2026-06-22,Chittaurgarh,0.0,35.0,26.3,2026-06-22T05:42,2026-06-22T19:24,05:42 AM,07:24 PM,30.65
2026-06-21,Churu,0.0,38.3,27.7,2026-06-21T05:33,2026-06-21T19:29,05:33 AM,07:29 PM,33.0
2026-06-22,Churu,1.4,37.4,25.1,2026-06-22T05:33,2026-06-22T19:30,05:33 AM,07:30 PM,31.25
2026-06-21,Dhaulpur,0.2,37.7,29.4,2026-06-21T05:25,2026-06-21T19:14,05:25 AM,07:14 PM,33.55
2026-06-22,Dhaulpur,0.8,38.5,27.8,2026-06-22T05:26,2026-06-22T19:14,05:26 AM,07:14 PM,33.15
2026-06-21,Ganganagar,0.0,37.9,28.5,2026-06-21T05:34,2026-06-21T19:38,05:34 AM,07:38 PM,33.2
2026-06-22,Ganganagar,1.9,37.9,26.8,2026-06-22T05:34,2026-06-22T19:38,05:34 AM,07:38 PM,32.35
2026-06-21,Hanumangarh,0.0,38.1,28.7,2026-06-21T05:33,2026-06-21T19:35,05:33 AM,07:35 PM,33.4
2026-06-22,Hanumangarh,0.8,37.1,27.7,2026-06-22T05:33,2026-06-22T19:35,05:33 AM,07:35 PM,32.4
2026-06-21,Jaipur,2.8,36.6,26.6,2026-06-21T05:33,2026-06-21T19:23,05:33 AM,07:23 PM,31.6
2026-06-22,Jaipur,1.5,36.1,26.8,2026-06-22T05:33,2026-06-22T19:23,05:33 AM,07:23 PM,31.450000000000003
2026-06-21,Jaisalmer,0.9,38.5,27.6,2026-06-21T05:53,2026-06-21T19:42,05:53 AM,07:42 PM,33.05
2026-06-22,Jaisalmer,0.0,37.6,27.2,2026-06-22T05:53,2026-06-22T19:43,05:53 AM,07:43 PM,32.4
2026-06-21,Jhalawar,0.1,36.8,27.2,2026-06-21T05:37,2026-06-21T19:16,05:37 AM,07:16 PM,32.0
2026-06-22,Jhalawar,0.2,36.6,27.8,2026-06-22T05:37,2026-06-22T19:17,05:37 AM,07:17 PM,32.2
2026-06-21,Jodhpur,0.3,37.8,27.7,2026-06-21T05:46,2026-06-21T19:33,05:46 AM,07:33 PM,32.75
2026-06-22,Jodhpur,0.0,37.4,29.4,2026-06-22T05:46,2026-06-22T19:33,05:46 AM,07:33 PM,33.4
2026-06-21,Kota,0.3,36.3,26.4,2026-06-21T05:36,2026-06-21T19:19,05:36 AM,07:19 PM,31.349999999999998
2026-06-22,Kota,0.0,36.8,28.4,2026-06-22T05:37,2026-06-22T19:19,05:37 AM,07:19 PM,32.599999999999994
2026-06-21,Nagaur,1.0,37.7,26.2,2026-06-21T05:41,2026-06-21T19:32,05:41 AM,07:32 PM,31.950000000000003
2026-06-22,Nagaur,0.5,37.2,25.7,2026-06-22T05:41,2026-06-22T19:32,05:41 AM,07:32 PM,31.450000000000003
2026-06-21,Pali,0.7,37.9,26.8,2026-06-21T05:46,2026-06-21T19:30,05:46 AM,07:30 PM,32.35
2026-06-22,Pali,0.0,37.5,29.6,2026-06-22T05:46,2026-06-22T19:31,05:46 AM,07:31 PM,33.55
2026-06-21,Sawai Madhopur,0.2,37.2,27.9,2026-06-21T05:33,2026-06-21T19:19,05:33 AM,07:19 PM,32.55
2026-06-22,Sawai Madhopur,0.9,37.5,28.2,2026-06-22T05:33,2026-06-22T19:19,05:33 AM,07:19 PM,32.85
2026-06-21,Sikar,0.5,35.8,27.3,2026-06-21T05:34,2026-06-21T19:27,05:34 AM,07:27 PM,31.549999999999997
2026-06-22,Sikar,2.9,35.2,24.6,2026-06-22T05:34,2026-06-22T19:27,05:34 AM,07:27 PM,29.900000000000002
2026-06-21,Sirohi,3.2,36.4,28.0,2026-06-21T05:49,2026-06-21T19:30,05:49 AM,07:30 PM,32.2
2026-06-22,Sirohi,0.0,36.7,27.4,2026-06-22T05:49,2026-06-22T19:31,05:49 AM,07:31 PM,32.05
2026-06-21,Udaipur,1.8,32.1,24.4,2026-06-21T05:47,2026-06-21T19:27,05:47 AM,07:27 PM,28.25
2026-06-22,Udaipur,0.0,32.7,24.0,2026-06-22T05:47,2026-06-22T19:27,05:47 AM,07:27 PM,28.35
